1,VILA MARIANA,ITAU,9102,01597-2,10.0
3,TATUAPE,ITAU,9102,01602-0,10.0
9,ALTO DA BOAVISTA,ITAU,9102,01599-8,10.0
4,ALTO DA LAPA,ITAU,9102,01600-4,10.0
13,HIGIENOPOLIS,ITAU,9102,01598-0,10.0
